"Parcel","SequenceNum","SaleDate","SalePrice","PropertyType","IntendedUse","Deed","Financing","ValidationDescription","BuyerSellerRelated","Solar","PersonalProperty","PartialInterest","RecordingDate"
401232550,20180790346,201803,23000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-03-20
401232530,20181430340,201805,83000,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-05-23
401232520,20181430340,201805,83000,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-05-23
401232160,20183170526,201811,48825,Single Family,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2018-11-13
401231840,20180460410,201801,57000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-02-15
401231830,20180520561,201801,49900,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-02-21
401231670,20181300542,201803,107000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-05-10
401231550,20183030150,201810,93000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-10-30
401231200,20180570641,201802,50000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-02-26
401231180,20190110446,201812,76750,Single Family,Rental,Warranty Deed,Cash,,No,No,No,No,2019-01-11
401231070,20181310384,201804,40000,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-05-11
401230800,20180870221,201803,80000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-03-28
401230360,20180190622,201801,245000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2018-01-19
401230350,20180190622,201801,245000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2018-01-19
401230340,20180190622,201801,245000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2018-01-19
401230330,20180190622,201801,245000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2018-01-19
401230320,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230310,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230300,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230290,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
40123027A,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230260,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230250,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230240,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230230,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
40123022B,20180190622,201801,245000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2018-01-19
40123022A,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
40123011A,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230100,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230090,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230080,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230070,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230060,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230050,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230040,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230030,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230020,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
401230010,20180190624,201801,767912,Commercial/Industrial,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,Yes,No,No,No,2018-01-19
40118041E,20182711241,201809,10127,Vacant Land,Unknown,Warranty Deed,Cash,Internet sale,No,No,No,No,2018-09-28
40118041D,20182711241,201809,10127,Vacant Land,Unknown,Warranty Deed,Cash,Internet sale,No,No,No,No,2018-09-28
40118041C,20182711241,201809,10127,Vacant Land,Unknown,Warranty Deed,Cash,Internet sale,No,No,No,No,2018-09-28
40118041B,20182711241,201809,10127,Vacant Land,Unknown,Warranty Deed,Cash,Internet sale,No,No,No,No,2018-09-28
40117201B,20180990258,201804,25000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-04-09
40117201A,20180990257,201804,25000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-04-09
401171910,20181520168,201806,40000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-06-01
40117163A,20182130457,201807,75000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-08-01
40117142A,20181200533,201804,30000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-04-30
401171100,20180110277,201801,22000,Single Family,NonPrimary,Quit Claim Deed,Cash,Sale under duress,No,No,No,No,2018-01-11
401170930,20182470081,201807,33600,Single Family,PrimaryRes,Warranty Deed,Other,,No,No,No,No,2018-09-04
40117010B,20182990299,201807,40000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,Yes,No,2018-10-26
401160500,20181870140,201806,65000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-07-06
401160110,20181870140,201806,65000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-07-06
401152140,20181940694,201807,70000,Single Family,PrimaryRes,Warranty Deed,Cash,Suspicious Sale,No,No,No,No,2018-07-13
401152070,20181940694,201807,70000,Single Family,PrimaryRes,Warranty Deed,Cash,Suspicious Sale,No,No,No,No,2018-07-13
40115172B,20182710242,201809,65000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-09-28
401151370,20181630518,201806,30000,Single Family,Rental,Warranty Deed,Cash,Sale includes unquantifiable Personal Property > 5%,No,No,Yes,No,2018-06-12
40115112A,20181940694,201807,70000,Single Family,PrimaryRes,Warranty Deed,Cash,Suspicious Sale,No,No,No,No,2018-07-13
401150790,20180820657,201803,40000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-03-23
401141030,20180510712,201801,971500,Commercial/Industrial,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-02-20
40114071A,20182480585,201809,37000,Single Family,PrimaryRes,Warranty Deed,Cash,,No,No,No,No,2018-09-05
401140600,20182000567,201807,20000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-07-19
401140600,20182150537,201807,22500,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-08-03
401140190,20180310448,201801,40000,Single Family,NonPrimary,Warranty Deed,Cash,Suspicious Sale,No,No,No,No,2018-01-31
401132500,20182740509,201807,106500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-10-01
401132340,20181270482,201805,114000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-05-07
401132150,20180710674,201803,45000,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-03-12
401132100,20181170348,201804,98000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-04-27
401132000,20181070622,201804,55000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-04-17
401131930,20181840295,201805,90000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-07-03
401131900,20183510504,201811,30000,Single Family,PrimaryRes,Warranty Deed,Cash,,No,No,No,No,2018-12-17
401131840,20183100375,201811,38000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-11-06
401131660,20181660695,201806,17000,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-06-15
401131640,20181900540,201805,109900,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-07-09
40113147A,20181510717,201805,813000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Sale includes unquantifiable Personal Property > 5%,No,No,Yes,No,2018-05-31
401131160,20181570234,201803,14000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-06-06
401130650,20182770261,201810,29000,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2018-10-04
401130320,20180110233,201801,30000,Vacant Land,Unknown,Warranty Deed,Other,Buyer/Seller is a Non-Profit institution,No,No,No,No,2018-01-11
40113001A,20180530123,201802,28800,Single Family,PrimaryRes,Quit Claim Deed,Other,Good Sale,No,No,No,No,2018-02-22
401121400,20183450810,201811,15000,Single Family,Rental,Warranty Deed,Cash,,No,No,No,No,2018-12-11
401121400,20183340272,201811,15000,Single Family,Rental,Warranty Deed,Cash,,No,No,No,No,2018-11-30
401120960,20182990299,201807,40000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,Yes,No,2018-10-26
401120900,20182990299,201807,40000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,Yes,No,2018-10-26
401120600,20181160780,201802,131925,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-04-26
401120470,20183550037,201812,20000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-12-21
401120370,20183450967,201811,16000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-12-11
40112006C,20182500360,201809,22000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-09-07
40112006B,20182500360,201809,22000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-09-07
40106090E,20182490597,201809,75000,Mobile Home,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-09-06
40106088A,20182400526,201808,95000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-08-28
40106085G,20183230516,201809,92500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-11-19
40106077B,20182820345,201810,85000,Vacant Land,Unknown,Warranty Deed,Other,Property type/use code are not consistent,No,No,No,No,2018-10-09
40106062E,20180470008,201801,65000,Mobile Home,NonPrimary,Warranty Deed,Cash,Unsecured Mobile Home,No,No,Yes,No,2018-02-16
401060490,20183341002,201811,220000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-11-30
401060460,20181000605,201804,0,Vacant Land,Unknown,Warranty Deed,Other,Sale price missing,Yes,No,No,No,2018-04-10
401060460,20181000606,201804,25000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller is a Non-Profit institution,No,No,No,No,2018-04-10
40106044A,20180960334,201804,30000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-04-06
40106015B,20180720284,201802,155000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-03-13
40105061B,20181380464,201805,20000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-05-18
40105054C,20182710610,201809,69900,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-09-28
40105040B,20182040229,201805,155000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-07-23
40105036C,20181030410,201804,12000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-04-13
40105031A,20183060493,201809,150000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-11-02
40105026D,20183450943,201812,144000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-12-11
40105016D,20182690555,201804,27889,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-09-26
40105004D,20181790307,201805,78562,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-06-28
40102002B,20180810803,201803,24000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-03-22
30730042A,20182640565,201808,500000,Single Family,NonPrimary,Joint Tenancy Deed,Cash,,No,No,No,No,2018-09-21
30730042A,20182640792,201808,500000,Single Family,NonPrimary,Joint Tenancy Deed,Cash,,No,No,No,No,2018-09-21
30730041A,20181770669,201806,80000,Mobile Home,NonPrimary,Warranty Deed,Cash,Correction of previously recorded deed                 ,Yes,No,No,No,2018-06-26
30730041A,20181660911,201806,80000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2018-06-15
307210080,20181690296,201806,225000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-06-18
30714002Z,20182410523,201808,135000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-08-29
30714002X,20181020023,201804,109000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-04-12
30639002H,20182080553,201807,45000,Mobile Home,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-07-27
30639002H,20183340562,201811,182000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-11-30
30639001G,20181640540,201804,130000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-06-13
30638005H,20181100870,201804,80000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Unsecured Mobile Home,No,No,Yes,No,2018-04-20
30636017J,20182190453,201808,25000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-08-07
30636007G,20183650946,201812,4125,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2018-12-31
306350040,20180530259,201802,100000,Mobile Home,NonPrimary,Warranty Deed,Cash,Property altered since date of sale,No,No,No,No,2018-02-22
30634060A,20183250482,201811,175000,Mobile Home,Unknown,Warranty Deed,Other,Unsecured Mobile Home,No,No,Yes,No,2018-11-21
30634053C,20182600076,201809,56000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-09-17
30634053C,20181130641,201804,49000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-04-23
30634041H,20181660864,201804,139900,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-06-15
30634041F,20181170449,201804,275000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-04-27
30634016L,20182670239,201809,19500,Vacant Land,Unknown,Joint Tenancy Deed,Cash,Sale under duress,No,No,No,No,2018-09-24
30634016H,20181100686,201803,166000,Mobile Home,PrimaryRes,Warranty Deed,Other,Unsecured Mobile Home,No,No,No,No,2018-04-20
30634014H,20182670429,201809,43000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-09-24
306260070,20182120997,201807,55000,Vacant Land,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2018-07-31
306210320,20183610632,201812,80640,Vacant Land,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2018-12-27
306203680,20181100774,201804,85000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2018-04-20
306203220,20181800061,201806,117000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-06-29
306203030,20183390608,201811,45000,Mobile Home,PrimaryRes,Warranty Deed,Other,,No,No,No,No,2018-12-05
30620279A,20183170585,201809,309900,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-11-13
30620260D,20182060002,201807,87500,Mobile Home,PrimaryRes,Contract or Agreement,Other,Unusable sale which does not fit any other reject codes,No,No,Yes,No,2018-07-25
30620260C,20181030484,201804,160000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2018-04-13
30620244A,20182480428,201808,8000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Sale of partial interest,No,No,Yes,Yes,2018-09-05
30620244A,20182980656,201808,8000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Unusable sale which does not fit any other reject codes,No,No,Yes,Yes,2018-10-25
30620198A,20181450137,201804,210000,Mobile Home,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2018-05-25
