"Parcel","SequenceNum","SaleDate","SalePrice","PropertyType","IntendedUse","Deed","Financing","ValidationDescription","BuyerSellerRelated","Solar","PersonalProperty","PartialInterest","RecordingDate"
225445320,20140070090,201401,120000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-07
114176020,20140070093,201401,320000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-07
110031200,20140070106,201401,185000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-07
101220310,20140070108,201401,30000,Mobile Home,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-07
141146970,20140070136,201401,160000,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2014-01-07
110152710,20140070348,201401,170000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-07
126164450,20140070596,201401,33000,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2014-01-07
303754110,20140080145,201401,158000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-08
212242730,20140080202,201401,130000,Mobile Home,NonPrimary,Joint Tenancy Deed,Cash,Good Sale,No,No,No,No,2014-01-08
11008269A,20140080224,201401,15500,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-08
210240640,20140080319,201401,115000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-08
140212260,20140080329,201401,52000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-08
214413450,20140080334,201401,175900,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2014-01-08
141281420,20140080341,201401,134000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-08
133121840,20140080353,201401,162000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2014-01-08
12215242C,20140080442,201401,875000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-08
114401640,20140080514,201401,300000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2014-01-08
114032740,20140090113,201401,327780,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-09
115150810,20140090172,201401,350000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-09
134051460,20140090213,201401,109000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-09
114263150,20140090238,201401,490000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-09
11619048B,20140090246,201401,1300000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-09
116190500,20140090246,201401,1300000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-09
30174126B,20140090293,201401,14000,Mobile Home,PrimaryRes,Other,Other,Unsecured Mobile Home,No,No,No,No,2014-01-09
14027054C,20140090432,201401,200000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-09
224264580,20140100058,201401,175000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-10
133421750,20140100094,201401,54000,Condo/Townhouse,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-10
130030120,20140100104,201401,97000,Single Family,PrimaryRes,Joint Tenancy Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-10
218343020,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343030,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343040,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343050,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343060,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343070,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343080,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343090,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343100,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343110,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343120,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343130,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343140,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343410,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343420,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343430,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343440,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343450,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343460,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343470,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343480,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343490,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343500,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343510,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343520,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343530,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343540,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343550,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343560,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343570,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343580,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343590,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343600,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343610,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343620,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343630,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343640,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343650,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343660,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343670,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343680,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
21834369B,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343700,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343710,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218343720,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
218344430,20140100127,201401,1773000,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2014-01-10
133120620,20140100132,201401,159000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-10
128101090,20140100145,201401,255000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-10
212220070,20140100174,201401,140000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-10
101140470,20140100175,201401,103000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-10
118100520,20140100256,201401,65000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-10
116120930,20140100260,201401,49900,Single Family,PrimaryRes,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-10
112063290,20140100290,201401,169900,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-10
212224520,20140100331,201401,42500,Mobile Home,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-10
136250720,20140100379,201401,93000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-10
141113440,20140100454,201401,145000,Single Family,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-10
205320620,20140100467,201401,234350,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-10
210361090,20140100541,201401,174900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-10
138191990,20140100549,201401,75705,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2014-01-10
13718065A,20140100550,201401,97500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-10
209040100,20140100560,201401,105000,Mobile Home,Unknown,Warranty Deed,Cash,Unsecured Mobile Home,No,No,No,No,2014-01-10
209040110,20140100560,201401,105000,Mobile Home,Unknown,Warranty Deed,Cash,Unsecured Mobile Home,No,No,No,No,2014-01-10
30176034C,20140130053,201401,46000,Vacant Land,Unknown,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2014-01-13
30176034D,20140130053,201401,46000,Vacant Land,Unknown,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2014-01-13
109087320,20140130121,201401,85000,Condo/Townhouse,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-13
108090720,20140130269,201401,515000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-13
305240640,20140130290,201401,155000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-13
108111000,20140130745,201401,282000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-13
304601950,20140130748,201401,42000,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-13
303771860,20140130753,201401,197000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-13
116205690,20140130763,201401,237500,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-13
116205770,20140130763,201401,237500,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-13
123071140,20140130808,201401,399900,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-13
10815102B,20140140090,201401,731500,Single Family,PrimaryRes,Warranty Deed,Other,Sale involves exchange or trade,No,No,No,No,2014-01-14
214433000,20140140108,201401,296290,Single Family,PrimaryRes,Quit Claim Deed,Other,Good Sale,No,No,No,No,2014-01-14
11301111A,20140140154,201401,312500,Single Family,PrimaryRes,Warranty Deed,Other,Sale involves exchange or trade,No,No,No,No,2014-01-14
225311790,20140140164,201401,36000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2014-01-14
20820004H,20140140325,201401,130325,Mobile Home,PrimaryRes,Warranty Deed,Other,Unsecured Mobile Home,No,No,No,No,2014-01-14
304601140,20140140329,201401,67500,Condo/Townhouse,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-14
128102330,20140140372,201401,208000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-14
11714346B,20140140392,201401,349000,2-4 Plex,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-14
11804196A,20140140417,201401,17000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-14
140393600,20140140435,201401,165000,Single Family,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-14
133041840,20140140437,201401,180000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-14
136125140,20140140450,201401,135000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-14
210360910,20140140542,201401,159900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-14
101042090,20140140547,201401,122500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-14
208263090,20140140558,201401,90000,Mobile Home,PrimaryRes,Joint Tenancy Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-14
114641070,20140140643,201401,264900,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2014-01-14
113093700,20140150035,201401,147500,Single Family,Rental,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2014-01-15
305721530,20140150046,201401,204000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
105050480,20140150053,201401,109000,Condo/Townhouse,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-15
224453900,20140150058,201401,165000,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-15
134100740,20140150138,201401,87500,Single Family,PrimaryRes,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-15
303600850,20140150145,201401,60900,Single Family,PrimaryRes,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-15
223013730,20140150148,201401,325000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-15
224484880,20140150159,201401,130000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2014-01-15
109053410,20140150178,201401,494000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-15
114682540,20140150212,201401,145000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-15
13813100A,20140150224,201401,40000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
130120690,20140150284,201401,65000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
304604510,20140150290,201401,40000,Condo/Townhouse,NonPrimary,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-15
131031370,20140150295,201401,76000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-15
304531770,20140150300,201401,29500,Mobile Home,PrimaryRes,Warranty Deed,Cash,Unsecured Mobile Home,No,No,No,No,2014-01-15
305710710,20140150328,201401,167500,Single Family,NonPrimary,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
137196010,20140150336,201401,22000,Mobile Home,Rental,Warranty Deed,Cash,Unsecured Mobile Home,No,No,No,No,2014-01-15
305480480,20140150382,201401,327000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
136238070,20140150443,201401,128000,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-15
219214670,20140150449,201401,18000,Condo/Townhouse,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-15
20825079F,20140150451,201401,90000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
212320710,20140150488,201401,77000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-15
138293540,20140150530,201401,140000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
11454057K,20140150541,201401,8300000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
133352390,20140150579,201401,179500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
210360930,20140150587,201401,159900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
136046680,20140150627,201401,100000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-15
136344150,20140150654,201401,115000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-15
102060120,20140160031,201401,289000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2014-01-16
305044250,20140160050,201401,255000,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-16
104060780,20140160066,201401,18000,Mobile Home,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2014-01-16
122162130,20140160074,201401,80100,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2014-01-16
11304130C,20140160110,201401,55000,Mobile Home,Rental,Other,Cash,Good Sale,No,No,No,No,2014-01-16
224335950,20140160191,201401,232664,Single Family,PrimaryRes,Warranty Deed,Other,Improvements not yet on assessment roll,No,No,No,No,2014-01-16
225386720,20140160257,201401,132500,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-16
12808069A,20140160262,201401,100000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2014-01-16
214414670,20140160320,201401,240000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-16
30523038G,20140160365,201401,377500,Single Family,NonPrimary,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-16
30523038H,20140160365,201401,377500,Single Family,NonPrimary,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-16
126160810,20140160419,201401,265000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-16
11107257B,20140160469,201401,140000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-16
106051080,20140160484,201401,1050000,Apartment Building,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-16
225374100,20140160510,201401,87500,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2014-01-16
11007179A,20140160520,201401,135000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-16
108026810,20140170046,201401,132500,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-17
114653010,20140170047,201401,119900,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-17
134090790,20140170055,201401,28500,Condo/Townhouse,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-17
102154920,20140170060,201401,175000,Condo/Townhouse,NonPrimary,Joint Tenancy Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-17
216030130,20140170091,201401,27000,Vacant Land,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-17
116156270,20140170100,201401,30500,Condo/Townhouse,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-17
125121420,20140170117,201401,225000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-17
141385070,20140170139,201401,114900,Single Family,NonPrimary,Warranty Deed,Other,Sale under duress,No,No,No,No,2014-01-17
124121000,20140170158,201401,178000,2-4 Plex,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-17
20843024C,20140170171,201401,14000,Vacant Land,Unknown,Warranty Deed,Other,Sale involves exchange or trade,No,No,Yes,No,2014-01-17
304257100,20140170185,201401,72370,Condo/Townhouse,NonPrimary,Warranty Deed,Cash,Sale of partial interest,No,No,No,Yes,2014-01-17
221217470,20140170248,201401,220000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-17
21319019C,20140170258,201401,11000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2014-01-17
140450440,20140170302,201401,36350,Mobile Home,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-17
205500960,20140170303,201401,282450,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-17
303082330,20140170318,201401,102500,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2014-01-17
401240110,20140170340,201401,23350,Single Family,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-17
138071820,20140170341,201401,131000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2014-01-17
137195250,20140170347,201401,30350,Mobile Home,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2014-01-17
