"Parcel","SequenceNum","SaleDate","SalePrice","PropertyType","IntendedUse","Deed","Financing","ValidationDescription","BuyerSellerRelated","Solar","PersonalProperty","PartialInterest","RecordingDate"
"401141040","20152510555","201508","9500","Vacant Land","Unknown","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-09-08"
"40114047A","20153510247","201512","72000","Single Family","NonPrimary","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-12-17"
"401140460","20153510247","201512","72000","Single Family","NonPrimary","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-12-17"
"401140280","20151620470","201504","45000","Commercial/Industrial","Unknown","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-11"
"401140250","20152530312","201508","5000","Vacant Land","Unknown","Quit Claim Deed","Cash","Buyer/Seller are related parties or corporate entities","Yes","No","No","No","2015-09-10"
"401140230","20150340094","201501","30000","Single Family","PrimaryRes","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-02-03"
"401132350","20150900913","201502","89900","Single Family","PrimaryRes","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-03-31"
"401132310","20152730308","201508","95000","Single Family","PrimaryRes","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-09-30"
"401131890","20152450048","201506","54900","Single Family","PrimaryRes","Warranty Deed","Other","Sale under duress","No","No","No","No","2015-09-02"
"401131510","20152320246","201508","10000","Commercial/Industrial","Unknown","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-08-20"
"401130880","20150750469","201503","32500","Single Family","NonPrimary","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-03-16"
"401130250","20151520112","201505","22055","Single Family","NonPrimary","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-06-01"
"401130050","20152660347","201509","20000","Commercial/Industrial","NonPrimary","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-09-23"
"401130040","20152660347","201509","20000","Commercial/Industrial","NonPrimary","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-09-23"
"401121570","20150860820","201503","14000","Vacant Land","NonPrimary","Quit Claim Deed","Other","Sale under duress","No","No","Yes","No","2015-03-27"
"40112033A","20151240201","201503","52500","Single Family","PrimaryRes","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-05-04"
"401070260","20152720063","201502","110000","Single Family","PrimaryRes","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-09-29"
"40106062B","20152940458","201509","176000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-10-21"
"40106053C","20153130055","201511","110000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-11-09"
"40106027C","20151070540","201503","50000","Single Family","Rental","Warranty Deed","Other","Unsecured Mobile Home","No","No","No","No","2015-04-17"
"40106023A","20152750452","201508","500000","Commercial/Industrial","Unknown","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-10-02"
"40106020A","20151350272","201504","27530","Single Family","Rental","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-05-15"
"40106006J","20151030291","201503","90000","Mobile Home","PrimaryRes","Warranty Deed","Cash","Unsecured Mobile Home","No","No","No","No","2015-04-13"
"40105028B","20150200303","201501","15500","Mobile Home","PrimaryRes","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-01-20"
"40105018A","20152880106","201506","110000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-10-15"
"30730064B","20153010647","201510","175750","Mobile Home","NonPrimary","Warranty Deed","Cash","Good Sale","No","No","No","No","2015-10-28"
"307300600","20151690343","201505","102000","Single Family","PrimaryRes","Joint Tenancy Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-18"
"307300590","20151690343","201505","102000","Single Family","PrimaryRes","Joint Tenancy Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-18"
"307300580","20151690343","201505","102000","Single Family","PrimaryRes","Joint Tenancy Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-18"
"307300570","20151690343","201505","102000","Single Family","PrimaryRes","Joint Tenancy Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-18"
"30730025F","20152920372","201509","46000","Vacant Land","Unknown","Warranty Deed","Cash","Good Sale","No","No","No","No","2015-10-19"
"30716006D","20151180656","201503","23680","Vacant Land","Unknown","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-04-28"
"307130130","20151380378","201505","825000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-05-18"
"30713012B","20151380378","201505","825000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-05-18"
"30713012A","20151380378","201505","825000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-05-18"
"30640005D","20153640069","201512","45000","Agricultural","Unknown","Warranty Deed","Cash","Good Sale","No","No","No","No","2015-12-30"
"30640005A","20153640069","201512","45000","Agricultural","Unknown","Warranty Deed","Cash","Good Sale","No","No","No","No","2015-12-30"
"30638001H","20150650480","201503","110000","Mobile Home","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-03-06"
"30635013A","20150490199","201502","185000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-02-18"
"30634061D","20152680620","201509","173000","Mobile Home","PrimaryRes","Warranty Deed","Cash","Good Sale","No","No","No","No","2015-09-25"
"30634042B","20151490725","201505","14900","Vacant Land","Unknown","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-05-29"
"30634015F","20151610099","201506","295000","Single Family","PrimaryRes","Joint Tenancy Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-10"
"30634015E","20151610099","201506","295000","Single Family","PrimaryRes","Joint Tenancy Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-10"
"30634009M","20151680795","201504","238000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-06-17"
"30621005B","20152580516","201508","135000","Vacant Land","Unknown","Warranty Deed","Other","Good Sale","No","No","No","No","2015-09-15"
"306204120","20150850553","201503","10000","Vacant Land","Unknown","Warranty Deed","Cash","Sale under duress","No","No","No","No","2015-03-26"
"306204040","20153500127","201512","9000","Vacant Land","Unknown","Joint Tenancy Deed","Cash","Good Sale","No","No","No","No","2015-12-16"
"306204030","20152750103","201510","9500","Vacant Land","Unknown","Quit Claim Deed","Cash","Sale under duress","No","No","No","No","2015-10-02"
"30620373C","20152260281","201508","18000","Vacant Land","Unknown","Warranty Deed","Cash","Good Sale","No","No","No","No","2015-08-14"
"306203450","20151820331","201507","15000","Vacant Land","Unknown","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-07-01"
"30620344A","20151770755","201505","95000","Mobile Home","PrimaryRes","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-26"
"306203300","20150900932","201502","130000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-03-31"
"306203020","20152380215","201508","46500","Mobile Home","PrimaryRes","Warranty Deed","Other","Buyer/Seller are related parties or corporate entities","Yes","No","No","No","2015-08-26"
"30620279A","20152920347","201509","285000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-10-19"
"306202390","20150080419","201501","40000","Mobile Home","Unknown","Warranty Deed","Other","Unsecured Mobile Home","No","No","No","No","2015-01-08"
"30620184A","20152020502","201507","146000","Mobile Home","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-07-21"
"306201090","20151550141","201505","46000","Vacant Land","Unknown","Joint Tenancy Deed","Cash","Good Sale","No","No","No","No","2015-06-04"
"306201080","20151550141","201505","46000","Vacant Land","Unknown","Joint Tenancy Deed","Cash","Good Sale","No","No","No","No","2015-06-04"
"306200070","20152170412","201508","65000","Mobile Home","PrimaryRes","Warranty Deed","Cash","Good Sale","No","No","No","No","2015-08-05"
"306190370","20153550537","201510","69900","Mobile Home","PrimaryRes","Warranty Deed","Other","Sale to or from a government agency","No","No","No","No","2015-12-21"
"306150800","20151000605","201503","392000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-04-10"
"306150750","20152040169","201507","79500","Vacant Land","Unknown","Warranty Deed","Other","Good Sale","No","No","No","No","2015-07-23"
"306150700","20151000605","201503","392000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-04-10"
"306150220","20150690647","201501","8000","Vacant Land","Unknown","Warranty Deed","Other","Good Sale","No","No","No","No","2015-03-10"
"30613015G","20151130413","201504","34000","Vacant Land","Unknown","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-04-23"
"30613006X","20152300067","201507","127000","Mobile Home","PrimaryRes","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-08-18"
"306100960","20151530178","201505","59500","Mobile Home","PrimaryRes","Warranty Deed","Other","Sale to or from a government agency","No","No","No","No","2015-06-02"
"306100920","20150020096","201501","300000","Mobile Home","NonPrimary","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-01-02"
"30610078B","20160560282","201511","425000","Single Family","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2016-02-25"
"30610073D","20152430537","201507","129900","Mobile Home","PrimaryRes","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-08-31"
"306010440","20152540489","201508","105000","Mobile Home","NonPrimary","Warranty Deed","Other","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-09-11"
"30601041A","20151950272","201506","94000","Mobile Home","PrimaryRes","Warranty Deed","Other","Good Sale","No","No","No","No","2015-07-14"
"30601007N","20151730686","201506","14000","Agricultural","Unknown","Warranty Deed","Cash","Buyer/Seller has an Out-Of-State Address","No","No","No","No","2015-06-22"
"305965390","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965380","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965370","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965360","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965350","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965340","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965330","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965320","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965310","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965300","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965290","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965280","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965220","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965210","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965190","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965180","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965170","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965160","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965150","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965140","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965130","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965120","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965110","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965100","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965090","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965080","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965070","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965060","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965050","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965040","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965030","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305965020","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"30596501A","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964990","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964980","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964970","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964960","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964950","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964940","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964930","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964920","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964910","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964900","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964890","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964880","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964870","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964820","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964810","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964800","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964790","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964780","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964770","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964760","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964750","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964740","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964730","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964720","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964710","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964700","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
"305964690","20151950315","201506","3300000","Vacant Land","Unknown","Warranty Deed","Other","More than five (5) parcels being sold","No","No","No","No","2015-07-14"
