"Parcel","SequenceNum","SaleDate","SalePrice","PropertyType","IntendedUse","Deed","Financing","ValidationDescription","BuyerSellerRelated","Solar","PersonalProperty","PartialInterest","RecordingDate"
401231420,20160130233,201601,25000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-01-13
401231280,20163330406,201611,29500,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-11-28
401231240,20160690443,201603,68000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-03-09
401231150,20160640627,201603,18000,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-03-04
401231080,20161340486,201604,63000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-05-13
40123076A,20161060398,201604,18000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-04-15
401230740,20160640168,201602,15500,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-03-04
401190020,20163550673,201612,58000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-12-20
401190010,20163550673,201612,58000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-12-20
401171240,20161040155,201604,28000,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-04-13
401170480,20162720458,201609,25000,Single Family,NonPrimary,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2016-09-28
401160220,20161530462,201605,22500,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-06-01
401151110,20160990520,201603,1000,Vacant Land,Unknown,Joint Tenancy Deed,Cash,Good Sale,No,No,No,No,2016-04-08
401150710,20162660413,201609,19000,Other,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-09-22
401150080,20160670352,201603,12465,Vacant Land,Unknown,Joint Tenancy Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-03-07
40114093A,20162170198,201603,55000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-08-04
401140700,20162310632,201608,17510,Single Family,NonPrimary,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2016-08-18
401140610,20161521115,201605,26000,Mobile Home,Unknown,Warranty Deed,Cash,Unsecured Mobile Home,No,No,No,No,2016-05-31
401140600,20162390764,201608,15000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-08-26
401140360,20162320484,201606,75000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-08-19
401140270,20161060362,201603,36430,Single Family,NonPrimary,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2016-04-15
401132360,20160560407,201602,89500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-02-25
401132230,20162460462,201605,62000,Single Family,NonPrimary,Warranty Deed,Other,Suspicious Sale,No,No,No,No,2016-09-02
401132120,20160250110,201601,68000,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,Yes,No,2016-01-25
401132100,20160150241,201601,32000,Single Family,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2016-01-15
401132080,20161680369,201604,120000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-06-16
401132020,20161380475,201605,121500,Single Family,NonPrimary,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-05-17
401131860,20160080131,201601,52000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-01-08
401131630,20161900333,201606,100000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-07-08
401131590,20161480745,201605,90000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-05-27
401131060,20162210569,201605,12500,Other,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-08-08
401130810,20161750428,201606,15000,Single Family,NonPrimary,Joint Tenancy Deed,Other,Sale under duress,No,No,No,No,2016-06-23
401130250,20160910291,201603,31500,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-03-31
40112053B,20161690672,201606,23500,2-4 Plex,NonPrimary,Warranty Deed,Cash,Suspicious Sale,No,No,No,No,2016-06-17
401120150,20161690290,201605,157000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-06-17
40107064B,20163470557,201612,14000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-12-12
401070600,20161040265,201604,75000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-04-13
401070580,20161040265,201604,75000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-04-13
40106075B,20160110732,201601,120000,Mobile Home,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-01-11
401060700,20161200646,201604,103550,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-04-29
401060490,20160420267,201602,218000,Single Family,NonPrimary,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-02-11
40106027B,20162520654,201603,60000,Vacant Land,Unknown,Warranty Deed,Other,Property type/use code are not consistent,No,No,No,No,2016-09-08
40106022A,20160670345,201603,15000,Vacant Land,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-03-07
40105061A,20162630509,201608,71000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-09-19
401050240,20163280270,201608,45000,Single Family,PrimaryRes,Warranty Deed,Other,Suspicious Sale,No,No,No,No,2016-11-23
401020010,20161200584,201603,75000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-04-29
30730030D,20162810080,201609,589000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-10-07
30730030B,20160990603,201603,420000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-04-08
30721002Y,20161590595,201604,275000,Other,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-06-07
30715001E,20162920220,201609,135000,Vacant Land,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2016-10-18
30713010L,20162920713,201608,95000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-10-18
30713010D,20160680333,201603,300000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-03-08
30713007Q,20160620445,201601,110000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-03-02
30713007P,20160620445,201601,110000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-03-02
30640005C,20163490308,201610,45000,Agricultural,Unknown,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2016-12-14
30640005B,20163490308,201610,45000,Agricultural,Unknown,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2016-12-14
30639005D,20163570457,201612,0,Vacant Land,Unknown,Warranty Deed,Cash,Sale price missing,No,No,No,No,2016-12-22
30638022B,20163550061,201609,10100,Single Family,NonPrimary,Quit Claim Deed,Cash,Sale under duress,No,No,No,No,2016-12-20
306380150,20162430209,201608,10,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-08-30
30638001F,20170810361,201612,40000,Mobile Home,PrimaryRes,Warranty Deed,Other,Unsecured Mobile Home,No,No,No,No,2017-03-22
30635006G,20160190556,201601,35000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-01-19
30634061B,20162280875,201608,140000,Mobile Home,PrimaryRes,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2016-08-15
30634054A,20161970763,201607,31500,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-07-15
306340500,20162770129,201609,75000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Unsecured Mobile Home,No,No,No,No,2016-10-03
30634035H,20161880324,201605,146000,Mobile Home,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-07-06
30634009P,20161200941,201603,155000,Mobile Home,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-04-29
306204280,20163200536,201610,51693,Vacant Land,Unknown,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2016-11-15
306204270,20163200536,201610,51693,Vacant Land,Unknown,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2016-11-15
306203310,20163280496,201611,53000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-11-23
306203010,20161020259,201604,17000,Vacant Land,Unknown,Quit Claim Deed,Cash,Sale under duress,No,No,No,No,2016-04-11
306202860,20160710431,201603,45000,Mobile Home,PrimaryRes,Joint Tenancy Deed,Cash,Unsecured Mobile Home,No,No,No,No,2016-03-11
306202140,20161440497,201605,12900,Vacant Land,Unknown,Warranty Deed,Cash,Property type/use code are not consistent,No,No,No,No,2016-05-23
306201860,20162180853,201608,25000,Vacant Land,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2016-08-05
306201850,20162180853,201608,25000,Vacant Land,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2016-08-05
306201530,20162800554,201609,79000,Mobile Home,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-10-06
306201510,20162450750,201608,5000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-09-01
306201430,20163470589,201612,115000,Mobile Home,PrimaryRes,Joint Tenancy Deed,Other,Sale under duress,No,No,No,No,2016-12-12
306190140,20161660631,201606,145000,Mobile Home,PrimaryRes,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2016-06-14
306190130,20161580660,201606,10000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-06-06
306180460,20160710122,201603,104000,Mobile Home,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-03-11
30617017B,20161820917,201604,313000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-06-30
30617010H,20161520272,201605,4500,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-05-31
30617006E,20163510946,201611,228000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-12-16
306150790,20162460188,201607,41000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-09-02
306150710,20162080126,201607,50000,Vacant Land,Unknown,Warranty Deed,Cash,Suspicious Sale,No,No,No,No,2016-07-26
306150580,20161600164,201606,1400000,Agricultural,Unknown,Warranty Deed,Cash,Sale includes quantifiable Personal Property > 5%,No,No,Yes,No,2016-06-08
306150540,20163270782,201611,255000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-11-22
30614007T,20162720749,201609,120000,Single Family,PrimaryRes,Warranty Deed,Other,Sale of partial interest,No,No,No,Yes,2016-09-28
30614007G,20162720749,201609,120000,Single Family,PrimaryRes,Warranty Deed,Other,Sale of partial interest,No,No,No,Yes,2016-09-28
30610091C,20161810772,201606,10000,Vacant Land,Unknown,Warranty Deed,Cash,Suspicious Sale,No,No,No,No,2016-06-29
306100450,20161750197,201606,64000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-06-23
306100440,20161750197,201606,64000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-06-23
30610021L,20161200756,201604,149900,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-04-29
30610016K,20163190800,201611,12000,Vacant Land,Unknown,Joint Tenancy Deed,Cash,Suspicious Sale,No,No,No,No,2016-11-14
30610003F,20162040125,201607,30000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-07-22
30610003D,20162040125,201607,30000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-07-22
306015100,20162110552,201607,85000,Vacant Land,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-07-29
30601056H,20163190556,201610,16900,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-11-14
30601006W,20162110552,201607,85000,Vacant Land,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-07-29
30594004A,20161200830,201604,25000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-04-29
30591088B,20162780636,201607,35000,Vacant Land,Unknown,Warranty Deed,Other,Property type/use code are not consistent,No,No,No,No,2016-10-04
30591086A,20162390588,201606,20000,Vacant Land,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-08-26
305910740,20162950829,201608,430900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-10-21
305910460,20170200364,201612,49900,Vacant Land,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2017-01-20
305910420,20161660358,201605,165000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-06-14
30591041A,20161660358,201605,165000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-06-14
305910390,20161660358,201605,165000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-06-14
30591005C,20161270663,201603,137800,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-05-06
305902910,20160911027,201603,75000,Mobile Home,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-03-31
305902830,20163280429,201610,178000,Mobile Home,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-11-23
305902450,20162370450,201607,365000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-08-24
305902190,20160360459,201601,415000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-02-05
305902110,20161900757,201607,348900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-07-08
305902070,20161760130,201606,245000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-06-24
305902060,20161460697,201604,285000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-05-25
305901980,20162010162,201605,387500,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-07-19
305901850,20162740528,201608,289000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-09-30
305901760,20162450545,201607,385000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-09-01
305901710,20160880163,201602,445000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-03-28
305901530,20161060432,201604,213696,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-04-15
305901410,20162390616,201608,215100,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2016-08-26
305901370,20163510831,201610,210000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-12-16
305901360,20170230097,201612,220000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-01-23
305901340,20161550613,201606,220000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-06-03
305900880,20170120318,201611,120000,Mobile Home,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2017-01-12
305900750,20162740447,201606,175000,Mobile Home,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-09-30
305900740,20161830574,201605,164000,Mobile Home,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-07-01
305900520,20161260507,201605,140000,Mobile Home,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-05-05
30590032G,20162110861,201607,12000,Mobile Home,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-07-29
30590031W,20161940599,201606,27000,Mobile Home,NonPrimary,Warranty Deed,Other,Unsecured Mobile Home,No,No,No,No,2016-07-12
30590031V,20161940599,201606,27000,Mobile Home,NonPrimary,Warranty Deed,Other,Unsecured Mobile Home,No,No,No,No,2016-07-12
30588010G,20160600066,201602,17000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-02-29
30588007G,20162110527,201606,100000,Mobile Home,PrimaryRes,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2016-07-29
30588007E,20162450184,201609,375000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-09-01
30587002J,20170550710,201612,434900,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-02-24
305850660,20172420785,201606,30000,Mobile Home,Rental,Warranty Deed,Other,Sale under duress,No,No,Yes,No,2017-08-30
305850330,20161270685,201601,52000,Mobile Home,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-05-06
30585031B,20163050945,201610,75000,Mobile Home,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-10-31
305736570,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736560,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736550,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736520,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736510,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736500,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736490,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736480,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736470,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736460,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736450,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736440,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736430,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736420,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736410,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736400,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736390,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736380,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736370,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736360,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305736350,20162980503,201610,1969916,Vacant Land,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2016-10-24
305735450,20170450479,201608,362154,Single Family,PrimaryRes,Warranty Deed,Other,Improvements not yet on assessment roll,No,No,No,No,2017-02-14
305735390,20171210410,201612,272741,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-05-01
305735380,20171290314,201611,244161,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2017-05-09
305735340,20171230311,201611,374794,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2017-05-03
305735330,20170790601,201610,354817,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-03-20
305735300,20170730080,201609,206490,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-03-14
305735290,20171070104,201607,209507,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-04-17
305735280,20170200103,201612,246147,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-01-20
305735270,20171170158,201610,284517,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2017-04-27
305735240,20171230249,201611,312330,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2017-05-03
305735230,20163350290,201606,309901,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-11-30
305735220,20162440274,201602,272622,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-08-31
305735210,20170540334,201607,259144,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2017-02-23
305735200,20162520099,201604,266951,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-09-08
